(6.62, -42.94, 16.74),(-58.20, -124.40, 85.90)
(7.34, -40.93, 22.97),(-57.40, -122.30, 92.00)
(7.89, -38.31, 25.40),(-56.80, -119.60, 94.40)
(6.64, -35.58, 29.29),(-58.00, -116.80, 98.20)
(4.70, -32.25, 32.25),(-59.90, -113.40, 101.10)
(4.82, -27.37, 36.11),(-59.70, -108.40, 104.90)
(4.21, -25.69, 36.30),(-60.30, -106.70, 105.10)
(3.25, -21.39, 39.76),(-61.20, -102.30, 108.50)
(2.94, -20.71, 40.99),(-61.50, -101.60, 109.70)
(3.31, -18.36, 41.68),(-61.10, -99.20, 110.40)
(2.13, -19.13, 41.08),(-62.30, -100.00, 109.80)
(2.12, -18.75, 42.21),(-62.30, -99.60, 110.90)
(1.94, -19.52, 40.68),(-62.50, -100.40, 109.40)
(0.53, -19.33, 43.05),(-63.90, -100.20, 111.70)
(-0.65, -19.11, 41.52),(-65.10, -100.00, 110.20)
(0.04, -18.82, 41.10),(-64.40, -99.70, 109.80)
(-0.05, -20.60, 42.35),(-64.50, -101.50, 111.00)
(0.83, -18.93, 42.02),(-63.60, -99.80, 110.70)
(-0.64, -19.01, 40.29),(-65.10, -99.90, 109.00)
(0.34, -19.02, 41.31),(-64.10, -99.90, 110.00)
(-1.15, -19.60, 41.84),(-65.60, -100.50, 110.50)
(-0.74, -19.80, 41.02),(-65.20, -100.70, 109.70)
(-1.14, -19.40, 40.61),(-65.60, -100.30, 109.30)
(-1.03, -19.69, 40.30),(-65.50, -100.60, 109.00)
(-1.25, -20.50, 42.98),(-65.70, -101.40, 111.60)
(-0.23, -20.48, 39.79),(-64.70, -101.40, 108.50)
(-0.44, -19.30, 40.50),(-64.90, -100.20, 109.20)
(-0.63, -20.48, 40.61),(-65.10, -101.40, 109.30)
(-0.04, -20.19, 40.40),(-64.50, -101.10, 109.10)
